순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
1,명량,2014.7.30,"135,748,398,910",8.2%,"17,613,682","1,587","188,611",한국,한국,씨제이이앤엠(주)
2,겨울왕국,2014.1.16,"82,461,504,400",5.0%,"10,296,101","1,010","157,683",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
3,인터스텔라,2014.11.6,"80,671,424,300",4.8%,"10,105,247","1,410","166,218",미국,"미국,영국",워너브러더스 코리아(주)
4,해적: 바다로 간 산적,2014.8.6,"66,370,682,706",4.0%,"8,666,046",910,"133,350",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
5,수상한 그녀,2014.1.22,"62,705,348,249",3.8%,"8,657,982","1,027","136,975",한국,한국,씨제이이앤엠(주)
6,변호인,2013.12.18,"41,918,383,800",2.5%,"5,687,571",925,"97,261",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
7,국제시장,2014.12.17,"41,089,567,596",2.5%,"5,345,677",966,"63,603",한국,한국,씨제이이앤엠(주)
8,트랜스포머: 사라진 시대,2014.6.25,"44,012,752,845",2.6%,"5,295,836","1,602","107,875",미국,미국,씨제이이앤엠(주)
9,군도: 민란의 시대,2014.7.23,"36,988,022,499",2.2%,"4,774,931","1,394","67,237",한국,한국,(주)쇼박스
10,엣지 오브 투모로우,2014.6.4,"38,732,961,201",2.3%,"4,699,307",801,"94,559",미국,미국,워너브러더스 코리아(주)
11,엑스맨: 데이즈 오브 퓨처 패스트,2014.5.22,"34,654,558,766",2.1%,"4,313,871","1,056","82,722",미국,미국,이십세기폭스코리아(주)
12,어메이징 스파이더맨 2,2014.4.23,"34,869,101,800",2.1%,"4,168,353","1,312","91,715",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
13,타짜-신의 손,2014.9.3,"32,373,120,927",1.9%,"4,015,361",890,"80,584",한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스"
14,혹성탈출: 반격의 서막,2014.7.10,"31,514,053,095",1.9%,"4,002,560",956,"72,881",미국,미국,이십세기폭스코리아(주)
15,캡틴 아메리카: 윈터 솔져,2014.3.26,"31,711,040,385",1.9%,"3,963,251","1,106","110,109",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
16,역린,2014.4.30,"29,894,266,890",1.8%,"3,849,552","1,054","83,296",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
17,"님아, 그 강을 건너지 마오",2014.11.27,"29,845,829,479",1.8%,"3,846,378",806,"67,170",한국,한국,"CGV아트하우스,(주)대명문화공장"
18,신의 한 수,2014.7.3,"28,812,027,456",1.7%,"3,566,852",794,"77,109",한국,한국,(주)쇼박스
19,끝까지 간다,2014.5.29,"27,007,303,900",1.6%,"3,450,305",645,"84,875",한국,한국,(주)쇼박스
20,비긴 어게인,2014.8.13,"27,098,834,504",1.6%,"3,427,524",525,"82,684",미국,미국,판씨네마(주)
21,드래곤 길들이기 2,2014.7.23,"23,979,935,189",1.4%,"3,000,056",829,"51,924",미국,미국,씨제이이앤엠(주)
22,표적,2014.4.30,"22,256,769,300",1.3%,"2,841,828",716,"72,255",한국,한국,씨제이이앤엠(주)
23,메이즈 러너,2014.9.18,"21,489,367,677",1.3%,"2,812,427",655,"71,048",미국,미국,이십세기폭스코리아(주)
24,호빗: 다섯 군대 전투,2014.12.17,"21,428,483,344",1.3%,"2,509,887",926,"43,833",미국,"미국,뉴질랜드",워너브러더스 코리아(주)
25,나의 사랑 나의 신부,2014.10.8,"16,636,404,305",1.0%,"2,141,155",629,"69,681",한국,한국,씨네그루(주)다우기술
26,논스톱,2014.2.27,"16,066,549,940",1.0%,"2,084,482",582,"58,217",미국,"미국,프랑스",(주)넥스트엔터테인먼트월드(NEW)
27,인투 더 스톰,2014.8.28,"16,157,166,332",1.0%,"2,078,698",585,"45,899",미국,미국,워너브러더스 코리아(주)
28,노아,2014.3.20,"15,514,373,500",0.9%,"2,026,594",952,"56,722",미국,미국,씨제이이앤엠(주)
29,남자가 사랑할 때,2014.1.22,"14,510,222,300",0.9%,"1,979,311",531,"41,123",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
30,루시,2014.9.3,"16,468,076,039",1.0%,"1,974,893",641,"44,585",미국,"미국,프랑스",유니버설픽쳐스인터내셔널 코리아(유)
31,용의자,2013.12.24,"14,408,028,500",0.9%,"1,954,586",618,"42,310",한국,한국,(주)쇼박스
32,기술자들,2014.12.24,"13,652,480,148",0.8%,"1,778,083",641,"24,416",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
33,나를 찾아줘,2014.10.23,"14,017,716,731",0.8%,"1,764,233",689,"50,846",미국,미국,이십세기폭스코리아(주)
34,제보자,2014.10.2,"13,515,762,802",0.8%,"1,755,181",676,"58,358",한국,한국,메가박스(주)플러스엠
35,피끓는 청춘,2014.1.22,"11,688,382,888",0.7%,"1,676,040",679,"36,082",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
36,두근두근 내 인생,2014.9.3,"12,291,081,634",0.7%,"1,624,601",629,"40,158",한국,한국,씨제이이앤엠(주)
37,우아한 거짓말,2014.3.13,"11,728,460,300",0.7%,"1,619,188",573,"57,492",한국,한국,CGV아트하우스
38,300: 제국의 부활,2014.3.6,"13,395,159,700",0.8%,"1,593,116",720,"54,902",미국,미국,워너브러더스 코리아(주)
39,엑소더스: 신들과 왕들,2014.12.3,"12,442,681,926",0.7%,"1,511,195",865,"43,742",미국,"미국,영국,스페인",이십세기폭스코리아(주)
40,해무(海霧),2014.8.13,"11,706,782,519",0.7%,"1,475,507",584,"33,490",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
41,인간중독,2014.5.14,"11,284,912,400",0.7%,"1,441,973",682,"44,057",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
42,말레피센트,2014.5.29,"10,776,965,900",0.6%,"1,397,526",554,"38,894",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
43,폼페이: 최후의 날,2014.2.20,"10,303,127,700",0.6%,"1,373,873",561,"43,288",미국,"미국,독일",롯데쇼핑㈜롯데엔터테인먼트
44,퓨리,2014.11.20,"10,367,640,686",0.6%,"1,362,114",590,"37,155",미국,"미국,영국",소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
45,드라큘라: 전설의 시작,2014.10.8,"10,607,703,908",0.6%,"1,321,751",477,"46,483",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
46,가디언즈 오브 갤럭시,2014.7.31,"11,098,239,184",0.7%,"1,311,190",539,"22,417",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
47,찌라시: 위험한 소문,2014.2.20,"9,111,748,087",0.5%,"1,221,427",560,"37,426",한국,한국,씨제이이앤엠(주)
48,빅매치,2014.11.27,"8,952,096,578",0.5%,"1,177,438",627,"38,527",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
49,슬로우 비디오,2014.10.2,"8,913,092,219",0.5%,"1,169,562",618,"40,665",한국,한국,이십세기폭스코리아(주)
50,방황하는 칼날,2014.4.10,"7,828,891,800",0.5%,"989,906",594,"38,850",한국,한국,씨제이이앤엠(주)
51,로보캅,2014.2.13,"7,299,641,958",0.4%,"979,509",627,"29,686",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
52,우리는 형제입니다,2014.10.23,"7,263,255,399",0.4%,"970,373",566,"41,638",한국,한국,(주)쇼박스
53,애나벨,2014.10.2,"7,083,492,943",0.4%,"926,027",464,"29,000",미국,미국,워너브러더스 코리아(주)
54,헝거게임: 모킹제이,2014.11.20,"6,400,058,044",0.4%,"854,377",630,"28,796",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
55,월터의 상상은 현실이 된다,2013.12.31,"6,134,220,799",0.4%,"834,348",373,"22,938",미국,미국,"글뫼 주식회사,이십세기폭스코리아(주)"
56,카트,2014.11.13,"5,912,676,633",0.4%,"812,490",544,"28,547",한국,한국,(주)리틀빅픽쳐스
57,관능의 법칙,2014.2.13,"5,858,771,500",0.4%,"781,516",591,"30,630",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
58,그랜드 부다페스트 호텔,2014.3.20,"6,019,756,082",0.4%,"774,699",241,"26,377",미국,"미국,독일",이십세기폭스코리아(주)
59,리오 2,2014.5.1,"5,669,231,900",0.3%,"765,961",598,"14,929",미국,미국,이십세기폭스코리아(주)
60,"안녕, 헤이즐",2014.8.13,"5,833,905,000",0.4%,"749,146",326,"17,946",미국,미국,이십세기폭스코리아(주)
61,고질라,2014.5.15,"5,972,847,963",0.4%,"709,734",610,"25,335",미국,미국,워너브러더스 코리아(주)
62,트랜센던스,2014.5.14,"5,478,536,500",0.3%,"696,436",417,"23,243",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
63,상의원,2014.12.24,"5,293,724,564",0.3%,"676,632",466,"13,809",한국,한국,"(주)쇼박스,(주)와우픽쳐스"
64,플랜맨,2014.1.9,"4,528,561,558",0.3%,"632,299",458,"20,459",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
65,우는 남자,2014.6.4,"4,924,852,800",0.3%,"603,495",508,"22,322",한국,한국,씨제이이앤엠(주)
66,타잔 3D,2014.1.9,"4,452,845,000",0.3%,"597,142",527,"12,994",독일,독일,(주)싸이더스
67,패션왕,2014.11.6,"4,367,545,379",0.3%,"594,871",523,"25,487",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
68,황제를 위하여,2014.6.11,"4,754,501,771",0.3%,"592,435",423,"26,736",한국,한국,유나이티드픽처스(주)
69,더 울프 오브 월스트리트,2014.1.9,"4,490,682,000",0.3%,"585,082",395,"13,735",미국,미국,주식회사 우리네트웍스
70,스텝 업: 올 인,2014.9.3,"4,337,490,134",0.3%,"564,589",325,"15,372",미국,미국,(주)나이너스엔터테인먼트
71,어바웃 타임,2013.12.5,"4,077,030,200",0.2%,"536,634",282,"12,323",영국,영국,유니버설픽쳐스인터내셔널 코리아(유)
72,몬스터,2014.3.13,"4,138,207,515",0.2%,"526,557",527,"25,460",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
73,눈의 여왕 2: 트롤의 마법거울,2014.12.24,"3,623,421,700",0.2%,"498,320",479,"6,508",러시아,러시아,씨네그루(주)다우기술
74,노예 12년,2014.2.27,"3,644,423,700",0.2%,"498,043",326,"19,373",미국,"미국,영국","판씨네마(주),(주)프레인글로벌"
75,또 하나의 약속,2014.2.6,"3,533,799,400",0.2%,"497,613",192,"14,847",한국,한국,(주)오에이엘
76,엔더스 게임,2013.12.31,"3,695,768,000",0.2%,"487,679",458,"18,384",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
77,소녀괴담,2014.7.2,"3,554,806,054",0.2%,"481,696",455,"19,432",한국,한국,(주)리틀빅픽쳐스
78,조선미녀삼총사,2014.1.29,"3,471,341,321",0.2%,"480,361",388,"14,031",한국,한국,(주)쇼박스
79,넛잡: 땅콩 도둑들,2014.1.29,"3,283,691,800",0.2%,"478,993",382,"10,817",한국,"한국,캐나다,미국",(주)싸이더스
80,마담 뺑덕,2014.10.2,"3,728,980,590",0.2%,"471,172",536,"21,636",한국,한국,씨제이이앤엠(주)
81,썬더와 마법저택,2013.12.24,"3,004,330,500",0.2%,"444,848",396,"9,501",벨기에,벨기에,씨제이이앤엠(주)
82,신이 보낸 사람,2014.2.13,"3,068,195,600",0.2%,"424,258",285,"12,684",한국,한국,"(주)씨타마운틴픽쳐스,(주)마인스 엔터테인먼트"
83,다이버전트,2014.4.16,"3,297,769,011",0.2%,"424,045",511,"21,396",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
84,주온 : 끝의 시작,2014.7.16,"3,071,127,231",0.2%,"410,644",394,"15,339",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
85,좋은 친구들,2014.7.10,"3,222,101,031",0.2%,"407,228",371,"17,831",한국,한국,씨제이이앤엠(주)
86,닌자터틀,2014.8.28,"3,321,120,147",0.2%,"400,329",479,"15,188",미국,미국,씨제이이앤엠(주)
87,명탐정 코난 : 이차원의 저격수,2014.8.6,"2,768,375,000",0.2%,"398,606",299,"6,834",일본,일본,씨제이이앤엠(주)
88,나의 독재자,2014.10.30,"2,906,674,546",0.2%,"385,932",654,"24,217",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
89,천재 강아지 미스터 피바디,2014.4.24,"2,859,791,400",0.2%,"385,552",533,"10,520",미국,미국,씨제이이앤엠(주)
90,그녀,2014.5.22,"2,858,143,500",0.2%,"350,618",168,"9,980",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
91,하이힐,2014.6.3,"2,750,311,500",0.2%,"341,634",385,"16,750",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
92,선 오브 갓,2014.4.10,"2,393,896,300",0.1%,"329,252",419,"15,313",미국,미국,(주)프레인글로벌
93,잭 라이언 : 코드네임 쉐도우,2014.1.16,"2,395,391,500",0.1%,"327,589",419,"12,908",미국,"미국,러시아",씨제이이앤엠(주)
94,"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",2014.1.9,"2,080,468,500",0.1%,"320,409",406,"8,363",일본,일본,씨제이이앤엠(주)
95,숲속으로,2014.12.24,"2,409,562,888",0.1%,"317,406",356,"7,709",미국,미국,월트디즈니컴퍼니코리아(주)
96,레드카펫,2014.10.23,"2,405,669,580",0.1%,"316,953",385,"17,696",한국,한국,(주)프레인글로벌
97,미녀와 야수,2014.6.18,"2,393,617,300",0.1%,"316,332",387,"15,414",프랑스,프랑스,(주)넥스트엔터테인먼트월드(NEW)
98,비행기 2: 소방구조대,2014.8.13,"2,246,970,700",0.1%,"311,456",341,"6,562",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
99,프랑켄슈타인: 불멸의 영웅,2014.2.6,"2,175,466,123",0.1%,"299,205",378,"12,113",미국,"미국,호주",(주)쇼박스
100,"러브, 로지",2014.12.10,"2,223,782,646",0.1%,"292,177",379,"11,935",영국,"영국,독일",(주)넥스트엔터테인먼트월드(NEW)
101,오큘러스,2014.5.29,"2,122,466,537",0.1%,"279,488",336,"9,210",미국,미국,씨네그루(주)다우기술
102,사랑에 대한 모든 것,2014.12.10,"2,124,639,846",0.1%,"273,336",399,"12,417",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
103,마야,2014.9.4,"1,952,169,200",0.1%,"265,388",295,"6,312",독일,"독일,호주",(주)박수엔터테인먼트
104,노벰버 맨,2014.10.16,"1,891,131,320",0.1%,"252,444",395,"16,197",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
105,툼스톤,2014.9.18,"1,875,449,247",0.1%,"242,707",378,"16,226",미국,미국,(주)인벤트스톤
106,창문 넘어 도망친 100세 노인,2014.6.18,"1,826,294,353",0.1%,"241,196",300,"11,183",스웨덴,스웨덴,(주)영화사 빅
107,그레이스 오브 모나코,2014.6.18,"1,753,300,200",0.1%,"237,219",358,"13,079",프랑스,"프랑스,미국,벨기에,이탈리아",(주)쇼박스
108,레고 무비,2014.2.6,"1,601,300,200",0.1%,"236,129",317,"6,703",미국,미국,워너브러더스 코리아(주)
109,뽀로로 극장판 눈요정 마을 대모험,,"1,160,549,300",0.1%,"231,875",181,"4,990",한국,한국,
110,쓰리데이즈 투 킬,2014.4.3,"1,749,223,200",0.1%,"229,673",388,"13,766",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
111,저스틴,2013.12.31,"1,526,356,500",0.1%,"229,577",332,"6,164",스페인,스페인,(주)넥스트엔터테인먼트월드(NEW)
112,극장판 루팡 3세 VS 명탐정 코난,2014.5.29,"1,585,872,205",0.1%,"225,842",327,"5,429",일본,일본,씨제이이앤엠(주)
113,한공주,2014.4.17,"1,785,708,800",0.1%,"225,065",226,"12,474",한국,한국,CGV아트하우스
114,헤라클레스 : 레전드 비긴즈,2014.4.10,"1,662,357,151",0.1%,"221,340",390,"14,217",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
115,"극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여!~",2014.10.2,"1,567,640,100",0.1%,"215,046",363,"6,727",일본,일본,(주)이수C&E
116,덕수리 5형제,2014.12.4,"1,590,807,200",0.1%,"210,777",346,"10,719",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
117,덤 앤 더머 투,2014.11.27,"1,436,861,585",0.1%,"192,726",343,"8,990",미국,미국,씨네그루(주)다우기술
118,론 서바이버,2014.4.2,"1,433,147,820",0.1%,"190,611",305,"11,565",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
119,컬러풀 웨딩즈,2014.10.16,"1,455,808,980",0.1%,"190,384",343,"12,956",프랑스,프랑스,(주)이수C&E
120,보이후드,2014.10.23,"1,429,069,018",0.1%,"185,804",219,"7,675",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
121,일곱난쟁이,2014.12.24,"1,317,916,900",0.1%,"184,661",263,"2,847",독일,독일,메가박스(주)플러스엠
122,명탐정 코난 : 탐정들의 진혼가,2014.2.13,"1,199,685,100",0.1%,"182,666",294,"5,499",일본,일본,씨제이이앤엠(주)
123,하울의 움직이는 성,2004.12.23,"1,335,687,317",0.1%,"179,708",331,"6,357",일본,일본,"(주)이수C&E,(주)시네마서비스"
124,라스트베가스,2014.5.8,"1,363,570,176",0.1%,"177,938",349,"10,796",미국,미국,(주)나이너스엔터테인먼트
125,아빠를 빌려드립니다,2014.11.20,"1,190,329,500",0.1%,"172,652",326,"8,457",한국,한국,"메가박스(주)플러스엠,(주)레드로버"
126,극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,2014.9.4,"1,200,157,300",0.1%,"168,171",277,"4,040",일본,일본,(주)이수C&E
127,호빗: 스마우그의 폐허,2013.12.12,"1,286,428,767",0.1%,"166,866",172,"4,394",미국,"미국,뉴질랜드",워너브러더스 코리아(주)
128,아메리칸 허슬,2014.2.20,"1,196,594,170",0.1%,"155,622",245,"6,178",미국,미국,(주)누리픽쳐스
129,폴리스 스토리 2014,2014.1.29,"1,138,068,500",0.1%,"153,591",251,"5,490",중국,중국,유니버설픽쳐스인터내셔널 코리아(유)
130,익스펜더블 3,2014.8.20,"1,158,358,800",0.1%,"152,025",320,"8,087",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
131,마다가스카의 펭귄,2014.12.31,"1,048,496,800",0.1%,"148,890",509,"1,497",미국,미국,씨제이이앤엠(주)
132,테이큰 3,2015.1.1,"1,013,909,000",0.1%,"145,627",502,"1,688",미국,미국,이십세기폭스코리아(주)
133,가시,2014.4.10,"1,095,301,000",0.1%,"142,170",356,"11,622",한국,한국,(주)인벤트스톤
134,마담 프루스트의 비밀정원,2014.7.24,"1,110,101,942",0.1%,"141,734",50,"4,246",프랑스,프랑스,찬란
135,맨홀,2014.10.8,"1,084,557,130",0.1%,"133,663",286,"10,324",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
136,꾸뻬씨의 행복여행,2014.11.27,"899,446,783",0.1%,"122,414",227,"5,067",영국,"영국,독일,캐나다,남아프리카공화국",그린나래미디어(주)
137,터키,2014.7.31,"790,848,700",0.0%,"113,795",182,"2,384",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
138,더 기버: 기억전달자,2014.8.20,"814,330,000",0.0%,"107,567",233,"4,690",미국,미국,(주)지어소프트
139,도희야,2014.5.22,"831,101,100",0.0%,"106,532",310,"8,311",한국,한국,CGV아트하우스
140,더 시그널,2014.7.9,"812,086,328",0.0%,"106,081",263,"6,694",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
141,니드 포 스피드,2014.4.16,"835,859,900",0.1%,"105,340",349,"9,991",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
142,인사이드 르윈,2014.1.29,"811,056,700",0.0%,"105,034",70,"3,708",미국,"미국,프랑스",블루미지
143,베리 굿 걸,2014.9.25,"777,703,345",0.0%,"103,625",338,"10,485",미국,미국,(주)영화사 빅
144,박스트롤,2014.11.6,"731,976,100",0.0%,"102,682",346,"3,577",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
145,다이노소어 어드벤처 3D,2013.12.19,"719,586,500",0.0%,"92,799",271,"3,044",미국,"미국,영국",이십세기폭스코리아(주)
146,슈퍼미니,2014.4.10,"662,218,500",0.0%,"92,447",303,"3,343",프랑스,프랑스,판씨네마(주)
147,집으로 가는 길,2013.12.11,"675,687,000",0.0%,"91,480",149,"3,085",한국,한국,씨제이이앤엠(주)
148,살인자,2014.1.15,"656,849,000",0.0%,"88,199",207,"3,744",한국,한국,(주)영화사 빅
149,허큘리스,2014.8.6,"669,882,800",0.0%,"86,553",278,"4,318",미국,미국,워너브러더스 코리아(주)
150,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,2014.4.3,"596,032,100",0.0%,"84,306",301,"3,278",일본,일본,롯데쇼핑㈜롯데엔터테인먼트
151,씬 시티: 다크히어로의 부활,2014.9.11,"656,718,748",0.0%,"83,182",345,"8,415",미국,미국,메가박스(주)플러스엠
152,원 챈스,2014.3.13,"593,414,100",0.0%,"81,025",329,"7,390",영국,"영국,미국",(주)넥스트엔터테인먼트월드(NEW)
153,터널 3D,2014.8.20,"620,874,000",0.0%,"80,989",264,"5,076",한국,한국,(주)박수엔터테인먼트
154,페이스 오브 러브,2014.4.16,"597,286,405",0.0%,"80,699",222,"5,521",미국,미국,(주)영화사 빅
155,분신사바 2,2014.7.16,"574,836,300",0.0%,"79,017",238,"4,415",중국,"중국,한국",(주)팝엔터테인먼트
156,아더 우먼,2014.11.13,"593,353,218",0.0%,"78,978",331,"6,408",미국,미국,이십세기폭스코리아(주)
157,매직 인 더 문라이트,2014.8.20,"607,407,281",0.0%,"77,307",194,"4,466",미국,미국,(주)인벤트스톤
158,리스본행 야간열차,2014.6.5,"588,227,536",0.0%,"76,132",57,"2,292",독일,"독일,스위스,포르투갈",(주)나이너스엔터테인먼트
159,쿰바: 반쪽무늬 얼룩말의 대모험,2014.9.4,"545,870,400",0.0%,"75,059",180,"2,010",남아프리카공화국,남아프리카공화국,(주)와이즈베이
160,그렇게 아버지가 된다,2013.12.19,"572,038,300",0.0%,"74,921",57,"2,634",일본,일본,(주)티캐스트콘텐츠허브
161,브릭 맨션: 통제불능 범죄구역,2014.8.27,"543,025,047",0.0%,"74,912",287,"5,707",프랑스,"프랑스,캐나다",씨네그루(주)다우기술
162,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,2014.8.13,"531,113,700",0.0%,"74,346",123,"1,998",일본,일본,(주)포켓몬코리아
163,프란시스 하,2014.7.17,"567,245,070",0.0%,"72,444",70,"3,060",미국,미국,그린나래미디어(주)
164,정글히어로,2014.10.2,"511,579,300",0.0%,"72,047",287,"2,825",한국,한국,씨제이이앤엠(주)
165,어거스트: 가족의 초상,2014.4.3,"542,682,500",0.0%,"71,795",249,"5,202",미국,미국,주식회사 우리네트웍스
166,모뉴먼츠 맨: 세기의 작전,2014.2.27,"534,041,027",0.0%,"71,483",319,"6,244",미국,"미국,독일",이십세기폭스코리아(주)
167,달라스 바이어스 클럽,2014.3.6,"533,709,462",0.0%,"70,801",138,"4,010",미국,미국,(주)나이너스엔터테인먼트
168,인보카머스,2014.8.21,"571,543,200",0.0%,"69,786",196,"3,146",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
169,더 바디,2014.5.22,"501,242,100",0.0%,"66,733",161,"2,905",스페인,스페인,(주)싸이더스
170,경주,2014.6.12,"473,287,500",0.0%,"63,481",318,"5,727",한국,한국,(주)인벤트스톤
171,님포매니악 볼륨1,2014.6.18,"479,276,383",0.0%,"60,272",237,"5,514",덴마크,"덴마크,독일,프랑스,벨기에,영국",CGV아트하우스
172,더 퍼지 : 거리의 반란,2014.8.27,"455,583,000",0.0%,"59,881",204,"3,512",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
173,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,2014.1.23,"405,278,000",0.0%,"59,611",183,"1,952",일본,일본,롯데쇼핑㈜롯데엔터테인먼트
174,다이애나,2014.3.6,"413,250,100",0.0%,"58,296",279,"5,354",영국,"영국,프랑스,스웨덴,벨기에",(주)영화사 빅
175,5일의 마중,2014.10.8,"406,479,100",0.0%,"54,325",86,"2,779",중국,중국,찬란
176,프랭크,2014.9.25,"409,795,345",0.0%,"52,460",208,"4,361",영국,"영국,아일랜드",(주)영화사 진진
177,내가 잠들기 전에,2014.10.30,"390,872,600",0.0%,"50,098",197,"4,259",영국,영국,(주)영화사 진진
178,"가장 따뜻한 색, 블루",2014.1.16,"383,246,700",0.0%,"49,849",53,"1,626",프랑스,프랑스,판씨네마(주)
179,어네스트와 셀레스틴,2014.2.20,"332,601,100",0.0%,"49,411",202,"2,889",프랑스,프랑스,씨너스엔터테인먼트(주)
180,다이빙벨,2014.10.23,"335,604,500",0.0%,"48,492",34,"2,279",한국,한국,(주)시네마달
181,"제자, 옥한흠",2014.10.30,"355,731,200",0.0%,"48,460",41,"1,980",한국,한국,(주)씨타마운틴픽쳐스
182,베스트 오퍼,2014.6.12,"366,911,700",0.0%,"47,990",175,"3,138",이탈리아,이탈리아,(주)박수엔터테인먼트
183,내 연애의 기억,2014.8.20,"358,863,117",0.0%,"46,775",182,"3,517",한국,한국,주식회사 디에스이이디
184,설계,2014.9.18,"347,980,800",0.0%,"45,726",257,"5,465",한국,한국,(주)팝엔터테인먼트
185,족구왕,2014.8.21,"359,336,000",0.0%,"45,649",58,"2,830",한국,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
186,부니 베어: 롤라 구출 대모험,2014.11.20,"309,876,900",0.0%,"45,250",196,"1,803",중국,중국,(주)박수엔터테인먼트
187,우리별 일호와 얼룩소,2014.2.20,"292,055,500",0.0%,"44,216",209,"2,786",한국,한국,(주)인디플러그
188,울브스,2014.11.13,"313,204,669",0.0%,"43,613",291,"4,117",미국,미국,(주)프레인글로벌
189,그레이트 뷰티,2014.6.12,"331,791,373",0.0%,"43,082",61,"1,760",이탈리아,"이탈리아,프랑스",(주)영화사 진진
190,개를 훔치는 완벽한 방법,2014.12.31,"308,655,900",0.0%,"42,892",205,818,한국,한국,"(주)리틀빅픽쳐스,(주)대명문화공장"
191,나쁜 이웃들,2014.7.3,"342,630,700",0.0%,"42,335",129,"2,344",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
192,천국에 다녀온 소년,2014.6.12,"300,249,500",0.0%,"41,957",43,"2,095",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
193,그날 본 꽃의 이름을 우리는 아직 모른다,2014.2.20,"281,962,500",0.0%,"39,349",49,"1,356",일본,일본,(주)박수엔터테인먼트
194,자유의 언덕,2014.9.4,"308,958,827",0.0%,"38,078",46,"2,905",한국,한국,"(주)영화제작전원사 ,(주)영화사 조제"
195,필로미나의 기적,2014.4.16,"276,378,600",0.0%,"38,053",194,"3,451",영국,"영국,미국,프랑스",씨네그루(주)다우기술
196,백프로,2014.4.3,"284,106,600",0.0%,"37,909",236,"4,915",한국,한국,(주)마인스 엔터테인먼트
197,몬스터 왕국,2014.5.1,"254,708,600",0.0%,"37,582",160,"1,824",스웨덴,"스웨덴,덴마크",씨너스엔터테인먼트(주)
198,슈퍼노바 지구 탈출기,2014.2.13,"245,845,000",0.0%,"37,547",230,"2,043",미국,"미국,캐나다",(주)영화사 빅
199,파가니니: 악마의 바이올리니스트,2014.4.23,"270,820,700",0.0%,"36,808",100,"2,259",독일,"독일,이탈리아",씨너스엔터테인먼트(주)
200,만신,2014.3.6,"272,391,300",0.0%,"36,190",88,"2,851",한국,한국,(주)엣나인필름
